"Index","sma","pos","pos.num","pos.bars","pos.add","pos.drop","pos.add.num","pos.drop.num","action","state","SPFB.SI.Open","SPFB.SI.pos","SPFB.SI.ret","SPFB.SI.cret","cret","balance","im.balance","n","diff.n","margin","commiss","equity","perfReturn","SPFB.SI.n","SPFB.SI.diff.n","SPFB.SI.commiss","SPFB.SI.margin","SPFB.SI.perfReturn","SPFB.SI.equity","SPFB.SI.balance"
2016-02-20 14:30:00,77210,0,37,1,0,0,0,0,1,-1,77153,0,-47,-47,-47,282444,0,0,-2,-94,20,-717556,-114,0,-2,20,-94,-114,-717556,282444
2016-02-20 14:30:00,77210,-1,38,0,0,0,0,0,1,-1,77153,-1,0,0,0,261340,21064,4,4,0,40,-717596,-40,4,4,40,0,-40,-717596,282404
2016-02-20 15:45:00,77266,-1,38,5,0,1,0,1,0,-1,77177,-1,-24,-24,-24,271756,10532,2,-2,-96,20,-717712,-116,2,-2,20,-96,-116,-717712,282288
2016-02-20 17:15:00,77297,-1,38,11,1,0,1,1,0,-1,77187,-1,-10,-10,-10,261184,21064,4,2,-20,20,-717752,-40,4,2,20,-20,-40,-717752,282248
2016-02-20 18:30:00,77326,0,38,15,0,0,0,0,1,1,77367,0,-180,-180,-180,281488,0,0,-4,-720,40,-718512,-760,0,-4,40,-720,-760,-718512,281488
2016-02-20 18:30:00,77326,1,39,0,0,0,0,0,1,1,77367,1,0,0,0,260384,21064,4,4,0,40,-718552,-40,4,4,40,0,-40,-718552,281448
2016-02-20 19:00:00,77330,1,39,1,0,1,0,1,0,1,77338,1,-29,-29,-29,270780,10532,2,-2,-116,20,-718688,-136,2,-2,20,-116,-136,-718688,281312
2016-02-20 19:15:00,77335,1,39,2,0,1,0,2,0,1,77430,1,92,92,92,276220,5266,1,-1,184,10,-718514,174,1,-1,10,184,174,-718514,281486
2016-02-20 19:45:00,77343,1,39,4,0,1,0,3,0,1,77349,1,-81,-81,-81,281395,0,0,-1,-81,10,-718605,-91,0,-1,10,-81,-91,-718605,281395
2016-02-20 23:45:00,77456,-1,40,0,0,0,0,0,1,-1,77442,-1,0,0,0,260291,21064,4,4,0,40,-718645,-40,4,4,40,0,-40,-718645,281355
2016-02-22 10:00:00,77454,0,40,0,0,0,0,0,1,1,77423,0,19,19,19,281391,0,0,-4,76,40,-718609,36,0,-4,40,76,36,-718609,281391
2016-02-22 10:00:00,77454,1,41,0,0,0,0,0,1,1,77423,1,0,0,0,260287,21064,4,4,0,40,-718649,-40,4,4,40,0,-40,-718649,281351
2016-02-22 10:15:00,77454,0,41,0,0,0,0,0,1,-1,76746,0,-677,-677,-677,278603,0,0,-4,-2708,40,-721397,-2748,0,-4,40,-2708,-2748,-721397,278603
2016-02-22 10:15:00,77454,-1,42,0,0,0,0,0,1,-1,76746,-1,0,0,0,257499,21064,4,4,0,40,-721437,-40,4,4,40,0,-40,-721437,278563
2016-02-22 13:00:00,77399,-1,42,11,1,0,1,0,0,-1,76479,-1,267,267,267,237463,42128,8,4,1068,40,-720409,1028,8,4,40,1068,1028,-720409,279591
2016-02-22 15:30:00,77255,-1,42,21,1,0,2,0,0,-1,76180,-1,299,299,299,197647,84256,16,8,2392,80,-718097,2312,16,8,80,2392,2312,-718097,281903
2016-02-22 18:00:00,77055,-1,42,31,1,0,3,0,0,-1,75948,-1,232,232,232,116943,168512,32,16,3712,160,-714545,3552,32,16,160,3712,3552,-714545,285455
2016-02-22 20:45:00,76858,-1,42,41,1,0,4,0,0,-1,75565,-1,383,383,383,-39633,337024,64,32,12256,320,-702609,11936,64,32,320,12256,11936,-702609,297391
2016-02-22 23:15:00,76673,-1,42,51,1,0,5,0,0,-1,75810,-1,-245,-245,-245,-392977,674048,128,64,-15680,640,-718929,-16320,128,64,640,-15680,-16320,-718929,281071
2016-02-24 10:15:00,76625,0,42,54,0,0,0,0,1,1,76753,0,-943,-943,-943,159087,0,0,-128,-120704,1280,-840913,-121984,0,-128,1280,-120704,-121984,-840913,159087
2016-02-24 10:15:00,76625,1,43,0,0,0,0,0,1,1,76753,1,0,0,0,137983,21064,4,4,0,40,-840953,-40,4,4,40,0,-40,-840953,159047
2016-02-24 10:30:00,76621,0,43,0,0,0,0,0,1,-1,76566,0,-187,-187,-187,158259,0,0,-4,-748,40,-841741,-788,0,-4,40,-748,-788,-841741,158259
2016-02-24 10:30:00,76621,-1,44,0,0,0,0,0,1,-1,76566,-1,0,0,0,137155,21064,4,4,0,40,-841781,-40,4,4,40,0,-40,-841781,158219
2016-02-24 10:45:00,76618,0,44,0,0,0,0,0,1,1,76711,0,-145,-145,-145,157599,0,0,-4,-580,40,-842401,-620,0,-4,40,-580,-620,-842401,157599
2016-02-24 10:45:00,76618,1,45,0,0,0,0,0,1,1,76711,1,0,0,0,136495,21064,4,4,0,40,-842441,-40,4,4,40,0,-40,-842441,157559
2016-02-24 13:30:00,76641,1,45,11,1,0,1,0,0,1,77495,1,784,784,784,118527,42128,8,4,3136,40,-839345,3096,8,4,40,3136,3096,-839345,160655
2016-02-24 16:00:00,76673,1,45,21,1,0,2,0,0,1,77457,1,-38,-38,-38,76015,84256,16,8,-304,80,-839729,-384,16,8,80,-304,-384,-839729,160271
2016-02-24 18:30:00,76688,1,45,31,1,0,3,0,0,1,77720,1,263,263,263,-4193,168512,32,16,4208,160,-835681,4048,32,16,160,4208,4048,-835681,164319
2016-02-24 20:15:00,76656,1,45,37,0,1,3,1,0,1,76737,1,-983,-983,-983,48447,84256,16,-16,-31456,160,-867297,-31616,16,-16,160,-31456,-31616,-867297,132703
2016-02-24 20:30:00,76646,1,45,38,0,1,3,2,0,1,76784,1,47,47,47,91247,42128,8,-8,752,80,-866625,672,8,-8,80,752,672,-866625,133375
2016-02-24 20:45:00,76638,0,45,38,0,0,0,0,1,-1,76528,0,-256,-256,-256,131247,0,0,-8,-2048,80,-868753,-2128,0,-8,80,-2048,-2128,-868753,131247
2016-02-24 20:45:00,76638,-1,46,0,0,0,0,0,1,-1,76528,-1,0,0,0,110143,21064,4,4,0,40,-868793,-40,4,4,40,0,-40,-868793,131207
2016-02-24 21:00:00,76630,0,46,0,0,0,0,0,1,1,76696,0,-168,-168,-168,130495,0,0,-4,-672,40,-869505,-712,0,-4,40,-672,-712,-869505,130495
2016-02-24 21:00:00,76630,1,47,0,0,0,0,0,1,1,76696,1,0,0,0,109391,21064,4,4,0,40,-869545,-40,4,4,40,0,-40,-869545,130455
2016-02-24 21:15:00,76621,1,47,1,0,1,0,1,0,1,76692,1,-4,-4,-4,119887,10532,2,-2,-16,20,-869581,-36,2,-2,20,-16,-36,-869581,130419
2016-02-24 21:30:00,76621,0,47,1,0,0,0,0,1,-1,76598,0,-94,-94,-94,130211,0,0,-2,-188,20,-869789,-208,0,-2,20,-188,-208,-869789,130211
2016-02-24 21:30:00,76621,-1,48,0,0,0,0,0,1,-1,76598,-1,0,0,0,109107,21064,4,4,0,40,-869829,-40,4,4,40,0,-40,-869829,130171
2016-02-24 21:45:00,76621,0,48,0,0,0,0,0,1,1,76715,0,-117,-117,-117,129663,0,0,-4,-468,40,-870337,-508,0,-4,40,-468,-508,-870337,129663
2016-02-24 21:45:00,76621,1,49,0,0,0,0,0,1,1,76715,1,0,0,0,108559,21064,4,4,0,40,-870377,-40,4,4,40,0,-40,-870377,129623
2016-02-24 22:30:00,76618,0,49,2,0,0,0,0,1,-1,76543,0,-172,-172,-172,128895,0,0,-4,-688,40,-871105,-728,0,-4,40,-688,-728,-871105,128895
2016-02-24 22:30:00,76618,-1,50,0,0,0,0,0,1,-1,76543,-1,0,0,0,107791,21064,4,4,0,40,-871145,-40,4,4,40,0,-40,-871145,128855
2016-02-25 10:15:00,76597,0,50,6,0,0,0,0,1,1,76683,0,-140,-140,-140,128255,0,0,-4,-560,40,-871745,-600,0,-4,40,-560,-600,-871745,128255
2016-02-25 10:15:00,76597,1,51,0,0,0,0,0,1,1,76683,1,0,0,0,107151,21064,4,4,0,40,-871785,-40,4,4,40,0,-40,-871785,128215
2016-02-25 11:15:00,76618,1,51,4,0,1,0,1,0,1,76793,1,110,110,110,118103,10532,2,-2,440,20,-871365,420,2,-2,20,440,420,-871365,128635
2016-02-25 11:45:00,76629,1,51,6,0,1,0,2,0,1,76628,1,-165,-165,-165,123029,5266,1,-1,-330,10,-871705,-340,1,-1,10,-330,-340,-871705,128295
2016-02-25 12:00:00,76636,1,51,7,0,1,0,3,0,1,76906,1,278,278,278,128563,0,0,-1,278,10,-871437,268,0,-1,10,278,268,-871437,128563
2016-02-25 13:45:00,76671,-1,52,0,0,0,0,0,1,-1,76581,-1,0,0,0,107459,21064,4,4,0,40,-871477,-40,4,4,40,0,-40,-871477,128523
2016-02-25 16:30:00,76716,-1,52,11,1,0,1,0,0,-1,76505,-1,76,76,76,86659,42128,8,4,304,40,-871213,264,8,4,40,304,264,-871213,128787
2016-02-25 16:45:00,76723,-1,52,12,0,1,1,1,0,-1,76666,-1,-161,-161,-161,106395,21064,4,-4,-1288,40,-872541,-1328,4,-4,40,-1288,-1328,-872541,127459
2016-02-25 19:15:00,76805,-1,52,21,1,1,2,2,0,-1,76742,-1,-76,-76,-76,116603,10532,2,-2,-304,20,-872865,-324,2,-2,20,-304,-324,-872865,127135
2016-02-25 21:45:00,76832,-1,52,31,1,0,3,2,0,-1,75971,-1,771,771,771,107593,21064,4,2,1542,20,-871343,1522,4,2,20,1542,1522,-871343,128657
2016-02-26 10:15:00,76687,-1,52,41,1,0,4,2,0,-1,75677,-1,294,294,294,87665,42128,8,4,1176,40,-870207,1136,8,4,40,1176,1136,-870207,129793
2016-02-26 12:45:00,76462,-1,52,51,1,0,5,2,0,-1,75333,-1,344,344,344,48209,84256,16,8,2752,80,-867535,2672,16,8,80,2752,2672,-867535,132465
2016-02-26 15:15:00,76240,-1,52,61,1,0,6,2,0,-1,75683,-1,-350,-350,-350,-41807,168512,32,16,-5600,160,-873295,-5760,32,16,160,-5600,-5760,-873295,126705
2016-02-26 17:45:00,76065,-1,52,71,1,0,7,2,0,-1,75225,-1,458,458,458,-195983,337024,64,32,14656,320,-858959,14336,64,32,320,14656,14336,-858959,141041
2016-02-26 18:30:00,76040,-1,52,74,0,1,7,3,0,-1,75920,-1,-695,-695,-695,-72271,168512,32,-32,-44480,320,-903759,-44800,32,-32,320,-44480,-44800,-903759,96241
2016-02-26 19:15:00,76026,-1,52,76,0,1,7,4,0,-1,75996,-1,-76,-76,-76,9393,84256,16,-16,-2432,160,-906351,-2592,16,-16,160,-2432,-2592,-906351,93649
2016-02-26 19:30:00,76021,0,52,76,0,0,0,0,1,1,76070,0,-74,-74,-74,92305,0,0,-16,-1184,160,-907695,-1344,0,-16,160,-1184,-1344,-907695,92305
2016-02-26 19:30:00,76021,1,53,0,0,0,0,0,1,1,76070,1,0,0,0,71201,21064,4,4,0,40,-907735,-40,4,4,40,0,-40,-907735,92265
2016-02-26 19:45:00,76019,1,53,1,0,1,0,1,0,1,76191,1,121,121,121,82197,10532,2,-2,484,20,-907271,464,2,-2,20,484,464,-907271,92729
2016-02-26 22:15:00,76025,0,53,11,1,0,1,1,0,1,76682,0,491,491,491,93691,0,0,-2,982,20,-906309,962,0,-2,20,982,962,-906309,93691
