"Index","SPFB.SI.Open","SPFB.SI.High","SPFB.SI.Low","SPFB.SI.Close","SPFB.SI.Volume"
2016-02-11 23:00:00,80735,80920,80686,80764,64706
2016-02-11 23:15:00,80765,80863,80665,80705,39617
2016-02-11 23:30:00,80705,80742,80304,80320,64026
2016-02-11 23:45:00,80321,80437,80270,80275,31558
2016-02-12 10:00:00,80268,80268,79600,79974,183006
2016-02-12 10:15:00,79976,80086,79827,79980,89174
2016-02-12 10:30:00,79987,80319,79962,80260,146623
2016-02-12 10:45:00,80265,80348,80147,80162,98597
2016-02-12 11:00:00,80164,80304,79971,80303,145824
2016-02-12 11:15:00,80304,80410,80141,80319,94437
2016-02-12 11:30:00,80315,80321,80129,80206,121834
2016-02-12 11:45:00,80204,80249,79850,79893,118031
2016-02-12 12:00:00,79889,79920,79788,79858,139220
2016-02-12 12:15:00,79859,79970,79770,79948,94744
2016-02-12 12:30:00,79944,80113,79849,80104,66921
2016-02-12 12:45:00,80109,80149,79993,79999,84963
2016-02-12 13:00:00,80004,80164,79990,80021,73840
2016-02-12 13:15:00,80019,80109,79975,80077,44630
2016-02-12 13:30:00,80077,80128,79998,80073,31084
2016-02-12 13:45:00,80071,80163,80013,80098,33282
2016-02-12 14:00:00,80092,80099,79980,80025,34108
2016-02-12 14:15:00,80025,80135,80008,80124,34663
2016-02-12 14:30:00,80125,80166,80068,80099,33262
2016-02-12 14:45:00,80098,80103,79805,79893,89715
2016-02-12 15:00:00,79890,80032,79862,79984,52624
2016-02-12 15:15:00,79984,80029,79881,79975,38013
2016-02-12 15:30:00,79975,80025,79903,80001,36986
2016-02-12 15:45:00,79998,80049,79915,79946,38937
2016-02-12 16:00:00,79940,80126,79919,80038,54249
2016-02-12 16:15:00,80036,80069,79865,79909,65400
2016-02-12 16:30:00,79904,79945,79691,79857,136168
2016-02-12 16:45:00,79860,79950,79701,79941,81139
2016-02-12 17:00:00,79941,79957,79776,79876,58892
2016-02-12 17:15:00,79872,79918,79759,79784,55364
2016-02-12 17:30:00,79785,79844,79435,79594,199395
2016-02-12 17:45:00,79590,79932,79551,79906,111695
2016-02-12 18:00:00,79906,80010,79737,79822,111778
2016-02-12 18:15:00,79815,79965,79314,79379,149683
2016-02-12 18:30:00,79378,79518,79212,79435,159268
2016-02-12 19:00:00,79420,79476,79100,79138,104140
2016-02-12 19:15:00,79132,79262,78857,78910,102017
2016-02-12 19:30:00,78910,79031,78818,78945,91566
2016-02-12 19:45:00,78944,79181,78879,79128,56544
2016-02-12 20:00:00,79129,79237,79015,79130,43568
2016-02-12 20:15:00,79131,79214,79050,79123,22622
2016-02-12 20:30:00,79120,79123,78966,79018,32389
2016-02-12 20:45:00,79014,79081,78906,78915,29507
2016-02-12 21:00:00,78916,78974,78701,78780,69680
2016-02-12 21:15:00,78784,79139,78773,79073,51466
2016-02-12 21:30:00,79080,79100,78956,79055,28850
2016-02-12 21:45:00,79059,79130,79000,79064,24472
2016-02-12 22:00:00,79064,79200,78911,78958,54305
2016-02-12 22:15:00,78957,79129,78861,78959,56808
2016-02-12 22:30:00,78956,79010,78859,78956,31318
2016-02-12 22:45:00,78952,78965,78865,78902,21226
2016-02-12 23:00:00,78903,78903,78815,78894,17476
2016-02-12 23:15:00,78894,78999,78862,78968,24444
2016-02-12 23:30:00,78971,79030,78907,78945,30275
2016-02-12 23:45:00,78945,78972,78921,78921,6024
2016-02-15 10:00:00,78911,78911,78026,78278,236804
2016-02-15 10:15:00,78292,78298,78096,78202,154142
2016-02-15 10:30:00,78202,78358,78176,78266,166933
2016-02-15 10:45:00,78266,78498,78255,78306,163830
2016-02-15 11:00:00,78317,78577,78310,78425,117947
2016-02-15 11:15:00,78426,78485,78314,78372,87871
2016-02-15 11:30:00,78371,78560,78364,78532,101059
2016-02-15 11:45:00,78533,78593,78439,78484,48322
2016-02-15 12:00:00,78484,78501,78418,78423,43460
2016-02-15 12:15:00,78421,78509,78405,78486,31460
2016-02-15 12:30:00,78487,78569,78353,78398,57679
2016-02-15 12:45:00,78396,78413,78252,78333,66652
2016-02-15 13:00:00,78326,78369,78078,78097,132299
2016-02-15 13:15:00,78096,78200,78072,78191,62323
2016-02-15 13:30:00,78184,78253,77972,77985,97677
2016-02-15 13:45:00,77985,78044,77888,77981,87156
2016-02-15 14:00:00,77977,77980,77782,77878,80065
2016-02-15 14:15:00,77875,77993,77823,77891,68735
2016-02-15 14:30:00,77891,77997,77784,77872,70808
2016-02-15 14:45:00,77872,77959,77860,77945,33145
2016-02-15 15:00:00,77947,77956,77800,77809,45263
2016-02-15 15:15:00,77811,77869,77554,77687,100633
2016-02-15 15:30:00,77686,77828,77625,77636,66230
2016-02-15 15:45:00,77635,77733,77463,77472,72649
2016-02-15 16:00:00,77472,77800,77459,77777,79815
2016-02-15 16:15:00,77776,77973,77686,77904,93496
2016-02-15 16:30:00,77908,77969,77794,77926,71136
2016-02-15 16:45:00,77930,78057,77846,78021,62561
2016-02-15 17:00:00,78021,78072,77824,77938,73209
2016-02-15 17:15:00,77942,78009,77913,77943,48157
2016-02-15 17:30:00,77940,78049,77829,77875,65040
2016-02-15 17:45:00,77877,77985,77766,77907,59702
2016-02-15 18:00:00,77904,77977,77820,77975,60566
2016-02-15 18:15:00,77975,78168,77967,78012,89343
2016-02-15 18:30:00,78011,78108,77909,78100,52700
2016-02-15 19:00:00,78044,78046,77880,78018,28373
2016-02-15 19:15:00,78017,78319,78006,78290,55562
2016-02-15 19:30:00,78292,78376,78272,78296,32611
2016-02-15 19:45:00,78296,78450,78291,78425,48470
2016-02-15 20:00:00,78428,78491,78396,78458,29932
2016-02-15 20:15:00,78462,78473,78281,78354,32735
2016-02-15 20:30:00,78354,78419,78290,78305,21402
2016-02-15 20:45:00,78306,78410,78236,78273,17481
2016-02-15 21:00:00,78270,78273,77975,78005,43757
2016-02-15 21:15:00,78002,78063,77954,78013,31121
2016-02-15 21:30:00,78010,78061,77841,77905,25250
2016-02-15 21:45:00,77900,77999,77853,77986,16868
2016-02-15 22:00:00,77984,78075,77979,77982,12804
2016-02-15 22:15:00,77985,78000,77873,77887,14786
2016-02-15 22:30:00,77884,77898,77743,77789,39766
2016-02-15 22:45:00,77787,77860,77746,77841,16593
2016-02-15 23:00:00,77838,77843,77750,77755,14649
2016-02-15 23:15:00,77753,77780,77572,77635,40630
2016-02-15 23:30:00,77632,77673,77563,77643,16133
2016-02-15 23:45:00,77650,77657,77500,77560,12233
2016-02-16 10:00:00,77500,77500,76679,76708,254099
2016-02-16 10:15:00,76708,76720,76441,76502,182142
2016-02-16 10:30:00,76503,76722,76463,76670,115723
2016-02-16 10:45:00,76672,76923,76667,76804,119864
2016-02-16 11:00:00,76805,76971,76664,76920,166674
2016-02-16 11:15:00,76920,77160,76743,77117,129265
2016-02-16 11:30:00,77118,77143,76962,77032,70392
2016-02-16 11:45:00,77034,77374,76968,77101,186970
2016-02-16 12:00:00,77103,78011,77071,77793,459448
2016-02-16 12:15:00,77789,77825,77418,77537,218832
2016-02-16 12:30:00,77533,77722,77436,77657,136942
2016-02-16 12:45:00,77658,78058,77616,77908,182872
2016-02-16 13:00:00,77908,78052,77803,77905,136118
2016-02-16 13:15:00,77899,77922,77654,77682,90131
2016-02-16 13:30:00,77683,77884,77672,77783,83980
2016-02-16 13:45:00,77783,77961,77780,77915,50297
2016-02-16 14:00:00,77917,78042,77825,77905,49521
2016-02-16 14:15:00,77909,77973,77737,77786,80847
2016-02-16 14:30:00,77780,78030,77720,78023,76440
2016-02-16 14:45:00,78022,78086,77887,77951,124165
2016-02-16 15:00:00,77952,78155,77816,77847,117459
2016-02-16 15:15:00,77851,77959,77736,77756,61184
2016-02-16 15:30:00,77756,77812,77499,77707,109100
2016-02-16 15:45:00,77706,77784,77665,77744,92248
2016-02-16 16:00:00,77745,78080,77703,78008,181639
2016-02-16 16:15:00,78009,78409,77940,78407,160843
2016-02-16 16:30:00,78407,78449,78162,78220,151434
2016-02-16 16:45:00,78220,78306,78130,78163,96566
2016-02-16 17:00:00,78163,78261,78021,78103,133564
2016-02-16 17:15:00,78103,78330,78098,78164,85211
2016-02-16 17:30:00,78167,78317,78053,78287,110971
2016-02-16 17:45:00,78284,78489,78219,78455,122451
2016-02-16 18:00:00,78458,78690,78339,78592,162275
2016-02-16 18:15:00,78591,78620,78403,78566,92829
2016-02-16 18:30:00,78567,78741,78530,78546,100001
2016-02-16 19:00:00,78522,78700,78350,78580,75809
2016-02-16 19:15:00,78584,78696,78329,78418,87096
2016-02-16 19:30:00,78415,78421,78201,78218,74403
2016-02-16 19:45:00,78222,78324,78107,78155,54818
2016-02-16 20:00:00,78154,78285,78059,78256,62524
2016-02-16 20:15:00,78251,78280,78190,78225,40870
2016-02-16 20:30:00,78225,78418,78200,78401,32721
2016-02-16 20:45:00,78401,78518,78200,78290,43652
2016-02-16 21:00:00,78292,78365,78203,78344,24876
2016-02-16 21:15:00,78338,78469,78313,78401,26034
2016-02-16 21:30:00,78401,78506,78398,78498,25572
2016-02-16 21:45:00,78500,78695,78416,78515,55151
2016-02-16 22:00:00,78520,78548,78317,78422,42171
2016-02-16 22:15:00,78422,78532,78325,78426,43375
2016-02-16 22:30:00,78427,78465,78352,78422,18161
2016-02-16 22:45:00,78427,78500,78398,78452,13566
2016-02-16 23:00:00,78450,78528,78402,78484,20146
2016-02-16 23:15:00,78483,78535,78462,78478,10883
2016-02-16 23:30:00,78478,78502,78427,78443,11771
2016-02-16 23:45:00,78446,78521,78440,78521,10097
2016-02-17 10:00:00,78507,78907,78450,78636,168769
2016-02-17 10:15:00,78636,78683,78531,78577,101383
2016-02-17 10:30:00,78575,78711,78136,78216,168398
2016-02-17 10:45:00,78212,78370,78097,78113,130373
2016-02-17 11:00:00,78113,78268,77969,78256,150325
2016-02-17 11:15:00,78254,78324,78162,78203,94145
2016-02-17 11:30:00,78201,78281,78085,78201,105026
2016-02-17 11:45:00,78201,78238,77953,78030,123977
2016-02-17 12:00:00,78031,78185,77986,78109,115661
2016-02-17 12:15:00,78106,78143,77987,77993,75950
2016-02-17 12:30:00,77990,78035,77815,77881,117458
2016-02-17 12:45:00,77878,77948,77721,77746,152122
2016-02-17 13:00:00,77741,77791,77603,77678,135274
2016-02-17 13:15:00,77678,77678,77322,77413,180723
2016-02-17 13:30:00,77412,77595,77362,77447,101955
2016-02-17 13:45:00,77446,77682,77434,77594,77102
2016-02-17 14:00:00,77594,77648,77486,77598,38376
2016-02-17 14:15:00,77596,77732,77487,77570,63263
2016-02-17 14:30:00,77570,77579,77400,77485,53115
2016-02-17 14:45:00,77489,77498,77361,77418,96501
2016-02-17 15:00:00,77417,77478,77400,77462,55037
2016-02-17 15:15:00,77463,77486,77173,77232,88780
2016-02-17 15:30:00,77231,77246,77108,77169,72042
2016-02-17 15:45:00,77169,77178,76901,76942,129079
2016-02-17 16:00:00,76945,77193,76929,77028,120565
2016-02-17 16:15:00,77029,77257,76998,77086,97850
2016-02-17 16:30:00,77084,77326,77071,77260,105732
2016-02-17 16:45:00,77260,77328,77139,77192,82132
2016-02-17 17:00:00,77190,77190,76793,76938,192087
2016-02-17 17:15:00,76938,77285,76901,77105,146663
2016-02-17 17:30:00,77100,77175,76900,77107,120626
2016-02-17 17:45:00,77106,77197,76975,77132,87094
2016-02-17 18:00:00,77132,77169,76665,76710,110480
2016-02-17 18:15:00,76711,76812,76466,76481,178624
2016-02-17 18:30:00,76480,76619,75892,76140,353256
2016-02-17 19:00:00,76011,76162,75762,76074,91582
2016-02-17 19:15:00,76074,76080,75702,75738,134574
2016-02-17 19:30:00,75735,75886,75700,75771,85923
2016-02-17 19:45:00,75776,75789,75558,75566,152024
2016-02-17 20:00:00,75576,75582,75182,75417,141106
2016-02-17 20:15:00,75415,75816,75325,75814,89980
2016-02-17 20:30:00,75814,75850,75511,75650,79748
2016-02-17 20:45:00,75648,75773,75627,75684,32276
2016-02-17 21:00:00,75685,76073,75674,76015,78964
2016-02-17 21:15:00,76012,76077,75829,75994,55218
2016-02-17 21:30:00,75994,76118,75850,75867,52883
2016-02-17 21:45:00,75869,75935,75700,75883,57089
2016-02-17 22:00:00,75880,76035,75603,75687,91716
2016-02-17 22:15:00,75682,75738,75541,75695,66168
2016-02-17 22:30:00,75695,75737,75631,75699,20093
2016-02-17 22:45:00,75694,75948,75694,75890,27020
2016-02-17 23:00:00,75885,75923,75839,75876,20155
2016-02-17 23:15:00,75878,75950,75876,75881,20060
2016-02-17 23:30:00,75886,75920,75565,75605,53655
2016-02-17 23:45:00,75611,75614,75551,75551,11191
2016-02-18 10:00:00,75550,76276,75307,76063,336309
2016-02-18 10:15:00,76067,76325,76025,76277,180673
2016-02-18 10:30:00,76285,76394,75711,75849,231109
2016-02-18 10:45:00,75849,75894,75555,75851,176453
2016-02-18 11:00:00,75851,76049,75779,75966,139252
2016-02-18 11:15:00,75971,75997,75771,75862,74062
2016-02-18 11:30:00,75862,76211,75842,76021,128191
2016-02-18 11:45:00,76021,76082,75956,76020,52969
2016-02-18 12:00:00,76018,76027,75548,75567,171041
2016-02-18 12:15:00,75568,75788,75531,75784,116488
2016-02-18 12:30:00,75780,75846,75559,75619,111747
2016-02-18 12:45:00,75617,75790,75611,75658,77234
2016-02-18 13:00:00,75658,75776,75580,75703,102223
2016-02-18 13:15:00,75707,75936,75694,75838,116844
2016-02-18 13:30:00,75840,75889,75540,75660,180939
2016-02-18 13:45:00,75663,75724,75570,75570,64106
2016-02-18 14:00:00,75577,75633,75458,75534,101322
2016-02-18 14:15:00,75529,75653,75504,75624,62836
2016-02-18 14:30:00,75624,75868,75615,75779,86254
2016-02-18 14:45:00,75782,75815,75685,75758,48859
2016-02-18 15:00:00,75759,75823,75652,75703,58401
2016-02-18 15:15:00,75700,75892,75692,75870,51084
2016-02-18 15:30:00,75868,75982,75804,75954,83939
2016-02-18 15:45:00,75954,76110,75881,75907,84380
2016-02-18 16:00:00,75907,76035,75805,75829,65121
2016-02-18 16:15:00,75827,76010,75820,75959,52783
2016-02-18 16:30:00,75963,76034,75820,75974,94984
2016-02-18 16:45:00,75975,76169,75702,75767,202151
2016-02-18 17:00:00,75763,76118,75576,76037,167921
2016-02-18 17:15:00,76031,76098,75816,75919,103440
2016-02-18 17:30:00,75922,76115,75860,76011,113199
2016-02-18 17:45:00,76013,76128,75979,76005,81635
2016-02-18 18:00:00,76009,76250,75997,76120,117722
2016-02-18 18:15:00,76120,76259,76026,76223,66407
2016-02-18 18:30:00,76224,76291,76151,76233,99979
2016-02-18 19:00:00,76269,77019,76269,76706,212665
2016-02-18 19:15:00,76705,76882,76565,76706,143301
2016-02-18 19:30:00,76711,76917,76692,76885,107459
2016-02-18 19:45:00,76885,76968,76639,76668,60496
2016-02-18 20:00:00,76667,76769,76591,76745,77251
2016-02-18 20:15:00,76746,76832,76650,76696,39620
2016-02-18 20:30:00,76695,76764,76570,76698,37374
2016-02-18 20:45:00,76702,76759,76661,76709,27325
2016-02-18 21:00:00,76703,76727,76546,76618,23200
2016-02-18 21:15:00,76622,76886,76620,76807,34078
2016-02-18 21:30:00,76810,77006,76805,76987,43877
2016-02-18 21:45:00,76990,77051,76943,76984,39048
2016-02-18 22:00:00,76991,77044,76851,76965,34197
2016-02-18 22:15:00,76961,77044,76911,76997,39197
2016-02-18 22:30:00,76999,77010,76859,76907,24236
2016-02-18 22:45:00,76911,76966,76890,76920,11946
2016-02-18 23:00:00,76918,77000,76837,76980,34253
2016-02-18 23:15:00,76979,77028,76939,76981,28515
2016-02-18 23:30:00,76981,77026,76882,76917,33349
2016-02-18 23:45:00,76915,77072,76906,77000,23416
2016-02-19 10:00:00,77000,77067,76683,76912,143554
2016-02-19 10:15:00,76916,76936,76766,76902,69932
2016-02-19 10:30:00,76903,77054,76847,76897,112836
2016-02-19 10:45:00,76900,76945,76750,76834,73713
2016-02-19 11:00:00,76833,76854,76481,76596,144549
2016-02-19 11:15:00,76597,76756,76555,76692,90504
2016-02-19 11:30:00,76696,76756,76462,76526,115113
2016-02-19 11:45:00,76526,76659,76430,76544,122442
2016-02-19 12:00:00,76539,76714,76527,76683,141048
2016-02-19 12:15:00,76684,76890,76600,76825,111174
2016-02-19 12:30:00,76822,76940,76768,76937,80507
2016-02-19 12:45:00,76936,76988,76825,76853,85870
2016-02-19 13:00:00,76853,76996,76843,76955,64097
2016-02-19 13:15:00,76956,76969,76846,76917,55307
2016-02-19 13:30:00,76917,77008,76840,76840,92422
2016-02-19 13:45:00,76840,77257,76837,77191,175036
2016-02-19 14:00:00,77190,77222,77122,77169,54232
2016-02-19 14:15:00,77169,77326,77120,77224,83269
2016-02-19 14:30:00,77225,77364,77210,77338,54873
2016-02-19 14:45:00,77337,77451,77220,77245,70000
2016-02-19 15:00:00,77243,77374,77235,77360,44601
2016-02-19 15:15:00,77363,77420,77162,77178,73514
2016-02-19 15:30:00,77178,77217,77056,77073,80650
2016-02-19 15:45:00,77073,77241,77025,77197,64319
2016-02-19 16:00:00,77196,77278,77174,77222,53305
2016-02-19 16:15:00,77223,77402,77216,77338,70474
2016-02-19 16:30:00,77341,77679,77338,77526,142259
2016-02-19 16:45:00,77529,77899,77526,77814,180987
2016-02-19 17:00:00,77815,78058,77758,77799,159109
2016-02-19 17:15:00,77799,77865,77700,77721,85544
2016-02-19 17:30:00,77720,77966,77666,77816,89169
2016-02-19 17:45:00,77816,77912,77781,77872,71062
2016-02-19 18:00:00,77877,78259,77874,78172,135366
2016-02-19 18:15:00,78171,78300,78094,78297,86543
2016-02-19 18:30:00,78299,78362,78186,78320,92506
2016-02-19 19:00:00,78241,78348,78144,78177,79419
2016-02-19 19:15:00,78177,78196,77977,78057,65684
2016-02-19 19:30:00,78057,78066,77771,77812,76312
2016-02-19 19:45:00,77812,78000,77803,77995,46655
2016-02-19 20:00:00,77998,78099,77907,77909,41142
2016-02-19 20:15:00,77911,78040,77910,77971,19553
2016-02-19 20:30:00,77967,77978,77780,77800,29871
2016-02-19 20:45:00,77804,77952,77791,77894,22530
2016-02-19 21:00:00,77894,78070,77805,78004,37768
2016-02-19 21:15:00,78005,78038,77860,77908,18597
2016-02-19 21:30:00,77914,77933,77820,77888,20052
2016-02-19 21:45:00,77894,77909,77663,77701,37262
2016-02-19 22:00:00,77698,77753,77252,77442,86430
2016-02-19 22:15:00,77434,77570,77328,77492,69039
2016-02-19 22:30:00,77488,77679,77481,77592,39667
2016-02-19 22:45:00,77588,77610,77503,77517,15537
2016-02-19 23:00:00,77522,77538,77414,77421,19503
2016-02-19 23:15:00,77420,77544,77410,77448,21482
2016-02-19 23:30:00,77451,77533,77370,77385,17678
2016-02-19 23:45:00,77385,77447,77375,77399,7665
2016-02-20 10:00:00,77435,77610,77371,77434,35361
2016-02-20 10:15:00,77433,77600,77384,77594,27708
2016-02-20 10:30:00,77595,77736,77580,77685,24504
2016-02-20 10:45:00,77686,77713,77609,77665,18685
2016-02-20 11:00:00,77667,77672,77586,77657,12688
2016-02-20 11:15:00,77651,77660,77501,77524,22772
2016-02-20 11:30:00,77523,77538,77487,77506,14762
2016-02-20 11:45:00,77510,77578,77453,77565,11886
2016-02-20 12:00:00,77569,77588,77525,77550,8234
2016-02-20 12:15:00,77550,77551,77403,77412,20902
2016-02-20 12:30:00,77412,77422,77330,77362,33723
2016-02-20 12:45:00,77364,77367,77215,77284,33176
2016-02-20 13:00:00,77283,77322,77051,77081,55441
2016-02-20 13:15:00,77081,77268,76950,77005,59653
2016-02-20 13:30:00,77005,77100,76930,77099,48999
2016-02-20 13:45:00,77093,77250,77093,77180,30721
2016-02-20 14:00:00,77204,77242,77141,77205,20424
2016-02-20 14:15:00,77200,77294,77104,77154,26804
2016-02-20 14:30:00,77153,77166,77060,77072,15372
2016-02-20 14:45:00,77071,77194,76963,77146,29122
2016-02-20 15:00:00,77148,77226,77058,77133,15621
2016-02-20 15:15:00,77133,77235,77119,77217,16896
2016-02-20 15:30:00,77222,77278,77169,77176,15985
2016-02-20 15:45:00,77177,77237,77140,77179,9156
2016-02-20 16:00:00,77174,77216,77159,77216,4672
2016-02-20 16:15:00,77213,77267,77204,77229,9302
2016-02-20 16:30:00,77230,77235,77161,77166,9853
2016-02-20 16:45:00,77165,77197,77114,77116,9195
2016-02-20 17:00:00,77115,77198,77107,77187,7277
2016-02-20 17:15:00,77187,77224,77174,77180,4593
2016-02-20 17:30:00,77180,77196,77132,77191,4526
2016-02-20 17:45:00,77192,77210,77151,77182,4428
2016-02-20 18:00:00,77183,77256,77180,77256,10093
2016-02-20 18:15:00,77255,77389,77220,77360,21939
2016-02-20 18:30:00,77367,77420,77322,77377,12622
2016-02-20 19:00:00,77338,77430,77314,77430,8277
2016-02-20 19:15:00,77430,77441,77364,77436,7632
2016-02-20 19:30:00,77436,77455,77331,77349,6771
2016-02-20 19:45:00,77349,77433,77348,77419,5183
2016-02-20 20:00:00,77419,77500,77417,77493,10535
2016-02-20 20:15:00,77498,77520,77458,77517,4319
2016-02-20 20:30:00,77520,77527,77478,77526,3332
2016-02-20 20:45:00,77524,77558,77502,77558,4271
2016-02-20 21:00:00,77558,77645,77556,77596,10672
2016-02-20 21:15:00,77600,77666,77533,77594,10665
2016-02-20 21:30:00,77598,77632,77525,77599,7057
2016-02-20 21:45:00,77599,77599,77481,77540,7260
2016-02-20 22:00:00,77537,77578,77490,77508,4320
2016-02-20 22:15:00,77517,77536,77469,77490,1570
2016-02-20 22:30:00,77487,77590,77479,77558,5778
2016-02-20 22:45:00,77559,77576,77503,77512,2112
2016-02-20 23:00:00,77512,77560,77492,77500,3056
2016-02-20 23:15:00,77499,77522,77445,77515,6016
2016-02-20 23:30:00,77515,77516,77420,77443,6252
2016-02-20 23:45:00,77442,77500,77441,77500,2640
2016-02-22 10:00:00,77423,77423,76486,76743,146354
2016-02-22 10:15:00,76746,76858,76670,76787,47397
2016-02-22 10:30:00,76788,76964,76714,76733,60775
2016-02-22 10:45:00,76730,76882,76704,76766,32980
2016-02-22 11:00:00,76770,76770,76351,76454,136328
2016-02-22 11:15:00,76451,76699,76396,76667,71123
2016-02-22 11:30:00,76667,76691,76559,76603,47597
2016-02-22 11:45:00,76597,76654,76532,76568,34810
2016-02-22 12:00:00,76572,76800,76508,76741,62924
2016-02-22 12:15:00,76743,76848,76654,76830,35025
2016-02-22 12:30:00,76833,76858,76661,76672,27608
2016-02-22 12:45:00,76671,76714,76461,76478,57238
2016-02-22 13:00:00,76479,76545,76399,76514,40845
2016-02-22 13:15:00,76514,76554,76151,76192,85594
2016-02-22 13:30:00,76192,76354,76176,76348,54820
2016-02-22 13:45:00,76349,76380,76280,76302,22977
2016-02-22 14:00:00,76292,76292,76162,76204,23541
2016-02-22 14:15:00,76201,76281,76170,76215,20393
2016-02-22 14:30:00,76215,76281,76065,76108,33337
2016-02-22 14:45:00,76103,76199,76020,76020,34440
2016-02-22 15:00:00,76023,76341,75967,76293,59113
2016-02-22 15:15:00,76291,76399,76166,76180,47826
2016-02-22 15:30:00,76180,76274,76122,76239,41124
2016-02-22 15:45:00,76234,76269,76134,76259,34196
2016-02-22 16:00:00,76260,76260,76011,76158,60271
2016-02-22 16:15:00,76154,76174,75881,75889,58066
2016-02-22 16:30:00,75887,76118,75780,75965,78751
2016-02-22 16:45:00,75970,76084,75853,75961,57217
2016-02-22 17:00:00,75961,76289,75880,76263,80105
2016-02-22 17:15:00,76267,76285,75936,75966,62527
2016-02-22 17:30:00,75964,76041,75815,75899,73491
2016-02-22 17:45:00,75900,75990,75655,75948,115393
2016-02-22 18:00:00,75948,75950,75736,75910,55995
2016-02-22 18:15:00,75911,75939,75707,75735,42161
2016-02-22 18:30:00,75730,75828,75617,75765,63799
2016-02-22 19:00:00,75808,75969,75772,75798,36661
2016-02-22 19:15:00,75793,75850,75673,75721,38678
2016-02-22 19:30:00,75720,75732,75640,75701,24563
2016-02-22 19:45:00,75701,75725,75601,75601,23969
2016-02-22 20:00:00,75606,75724,75603,75686,34532
2016-02-22 20:15:00,75686,75714,75566,75577,27458
2016-02-22 20:30:00,75577,75604,75517,75566,23005
2016-02-22 20:45:00,75565,75630,75516,75558,17092
2016-02-22 21:00:00,75553,75571,75460,75521,19520
2016-02-22 21:15:00,75521,75528,75347,75490,44336
2016-02-22 21:30:00,75490,75573,75433,75555,23610
2016-02-22 21:45:00,75551,75704,75533,75696,22025
2016-02-22 22:00:00,75699,75765,75697,75750,41522
2016-02-22 22:15:00,75750,75854,75696,75704,43213
2016-02-22 22:30:00,75705,75848,75670,75833,22892
2016-02-22 22:45:00,75839,75888,75800,75845,23680
2016-02-22 23:00:00,75845,75880,75794,75807,13806
2016-02-22 23:15:00,75810,75840,75740,75756,16919
2016-02-22 23:30:00,75755,75770,75684,75697,12547
2016-02-22 23:45:00,75697,75776,75687,75732,6723
2016-02-24 10:00:00,75777,77750,75777,76752,269298
2016-02-24 10:15:00,76753,76842,76417,76564,129461
2016-02-24 10:30:00,76566,76727,76483,76712,101140
2016-02-24 10:45:00,76711,76743,76622,76709,64604
2016-02-24 11:00:00,76709,76964,76692,76936,137537
2016-02-24 11:15:00,76935,77150,76935,76996,150165
2016-02-24 11:30:00,76995,77050,76904,76986,85007
2016-02-24 11:45:00,76990,77010,76877,76982,70718
2016-02-24 12:00:00,76982,77558,76982,77548,222317
2016-02-24 12:15:00,77552,77697,77463,77612,149020
2016-02-24 12:30:00,77614,77874,77570,77702,177397
2016-02-24 12:45:00,77702,77734,77390,77555,125155
2016-02-24 13:00:00,77555,77715,77520,77649,106746
2016-02-24 13:15:00,77648,77720,77415,77495,65106
2016-02-24 13:30:00,77495,77647,77495,77608,36331
2016-02-24 13:45:00,77605,77800,77576,77604,111467
2016-02-24 14:00:00,77601,77619,77437,77438,41596
2016-02-24 14:15:00,77439,77684,77426,77574,49816
2016-02-24 14:30:00,77572,77600,77354,77565,74178
2016-02-24 14:45:00,77569,77627,77432,77459,59227
2016-02-24 15:00:00,77458,77656,77451,77603,66808
2016-02-24 15:15:00,77603,77677,77520,77584,60319
2016-02-24 15:30:00,77588,77650,77538,77631,57718
2016-02-24 15:45:00,77628,77752,77397,77456,73487
2016-02-24 16:00:00,77457,77576,77275,77551,81678
2016-02-24 16:15:00,77554,77600,77393,77451,66197
2016-02-24 16:30:00,77452,77566,77313,77510,113865
2016-02-24 16:45:00,77514,77670,77470,77520,70155
2016-02-24 17:00:00,77522,77731,77475,77720,68536
2016-02-24 17:15:00,77719,77944,77713,77821,172495
2016-02-24 17:30:00,77825,77983,77820,77887,94111
2016-02-24 17:45:00,77887,78017,77854,77878,96169
2016-02-24 18:00:00,77880,77957,77759,77798,72533
2016-02-24 18:15:00,77797,77867,77700,77719,60043
2016-02-24 18:30:00,77720,77741,77050,77141,356860
2016-02-24 19:00:00,77160,77374,77100,77350,86301
2016-02-24 19:15:00,77342,77407,77201,77235,73138
2016-02-24 19:30:00,77233,77277,76996,76996,71696
2016-02-24 19:45:00,76996,77038,76808,76824,120181
2016-02-24 20:00:00,76823,76961,76603,76742,106448
2016-02-24 20:15:00,76737,76796,76615,76783,62722
2016-02-24 20:30:00,76784,76960,76512,76523,73475
2016-02-24 20:45:00,76528,76705,76510,76698,45701
2016-02-24 21:00:00,76696,76749,76532,76697,42334
2016-02-24 21:15:00,76692,76760,76590,76598,34642
2016-02-24 21:30:00,76598,76761,76589,76716,25559
2016-02-24 21:45:00,76715,76814,76700,76789,26596
2016-02-24 22:00:00,76793,76844,76625,76650,29969
2016-02-24 22:15:00,76652,76742,76527,76546,39905
2016-02-24 22:30:00,76543,76599,76400,76418,45625
2016-02-24 22:45:00,76412,76510,76400,76477,18875
2016-02-24 23:00:00,76477,76499,76163,76174,42727
2016-02-24 23:15:00,76175,76226,76121,76131,35045
