<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.Si,1,20160309,195600,71311.0000000,71378.0000000,71306.0000000,71358.0000000,1575
SPFB.Si,1,20160309,195700,71359.0000000,71370.0000000,71317.0000000,71338.0000000,917
SPFB.Si,1,20160309,195800,71333.0000000,71334.0000000,71292.0000000,71300.0000000,887
SPFB.Si,1,20160309,195900,71301.0000000,71320.0000000,71280.0000000,71301.0000000,1237
SPFB.Si,1,20160309,200000,71294.0000000,71321.0000000,71280.0000000,71285.0000000,3030
SPFB.Si,1,20160309,200100,71289.0000000,71316.0000000,71268.0000000,71310.0000000,4973
SPFB.Si,1,20160309,200200,71310.0000000,71324.0000000,71282.0000000,71296.0000000,1680
SPFB.Si,1,20160309,200300,71297.0000000,71315.0000000,71284.0000000,71315.0000000,1033
SPFB.Si,1,20160309,200400,71314.0000000,71340.0000000,71298.0000000,71313.0000000,1201
SPFB.Si,1,20160309,200500,71314.0000000,71320.0000000,71284.0000000,71299.0000000,1350
SPFB.Si,1,20160309,200600,71294.0000000,71328.0000000,71272.0000000,71276.0000000,2323
SPFB.Si,1,20160309,200700,71273.0000000,71273.0000000,71216.0000000,71229.0000000,2694
SPFB.Si,1,20160309,200800,71223.0000000,71227.0000000,71187.0000000,71220.0000000,3117
SPFB.Si,1,20160309,200900,71220.0000000,71231.0000000,71193.0000000,71225.0000000,3108
SPFB.Si,1,20160309,201000,71225.0000000,71228.0000000,71200.0000000,71200.0000000,1014
SPFB.Si,1,20160309,201100,71198.0000000,71212.0000000,71191.0000000,71209.0000000,1380
SPFB.Si,1,20160309,201200,71204.0000000,71231.0000000,71176.0000000,71230.0000000,4051
SPFB.Si,1,20160309,201300,71229.0000000,71239.0000000,71210.0000000,71218.0000000,1739
SPFB.Si,1,20160309,201400,71217.0000000,71232.0000000,71202.0000000,71232.0000000,1054
SPFB.Si,1,20160309,201500,71227.0000000,71231.0000000,71197.0000000,71210.0000000,1288
SPFB.Si,1,20160309,201600,71209.0000000,71213.0000000,71181.0000000,71209.0000000,3052
SPFB.Si,1,20160309,201700,71209.0000000,71250.0000000,71200.0000000,71243.0000000,1509
SPFB.Si,1,20160309,201800,71244.0000000,71253.0000000,71211.0000000,71218.0000000,1990
SPFB.Si,1,20160309,201900,71217.0000000,71225.0000000,71211.0000000,71220.0000000,317
SPFB.Si,1,20160309,202000,71215.0000000,71228.0000000,71201.0000000,71216.0000000,1189
SPFB.Si,1,20160309,202100,71212.0000000,71249.0000000,71210.0000000,71242.0000000,544
SPFB.Si,1,20160309,202200,71241.0000000,71259.0000000,71228.0000000,71253.0000000,1840
SPFB.Si,1,20160309,202300,71249.0000000,71260.0000000,71237.0000000,71260.0000000,1275
SPFB.Si,1,20160309,202400,71260.0000000,71270.0000000,71251.0000000,71256.0000000,567
SPFB.Si,1,20160309,202500,71257.0000000,71266.0000000,71237.0000000,71242.0000000,982
SPFB.Si,1,20160309,202600,71239.0000000,71255.0000000,71237.0000000,71247.0000000,970
SPFB.Si,1,20160309,202700,71247.0000000,71249.0000000,71221.0000000,71241.0000000,1209
SPFB.Si,1,20160309,202800,71241.0000000,71283.0000000,71237.0000000,71275.0000000,904
SPFB.Si,1,20160309,202900,71280.0000000,71281.0000000,71268.0000000,71276.0000000,364
SPFB.Si,1,20160309,203000,71277.0000000,71280.0000000,71266.0000000,71274.0000000,461
SPFB.Si,1,20160309,203100,71268.0000000,71271.0000000,71236.0000000,71244.0000000,1003
SPFB.Si,1,20160309,203200,71244.0000000,71255.0000000,71231.0000000,71240.0000000,620
SPFB.Si,1,20160309,203300,71242.0000000,71254.0000000,71227.0000000,71236.0000000,413
SPFB.Si,1,20160309,203400,71233.0000000,71240.0000000,71200.0000000,71230.0000000,1698
SPFB.Si,1,20160309,203500,71226.0000000,71226.0000000,71204.0000000,71220.0000000,532
SPFB.Si,1,20160309,203600,71218.0000000,71235.0000000,71207.0000000,71231.0000000,490
SPFB.Si,1,20160309,203700,71233.0000000,71242.0000000,71225.0000000,71236.0000000,405
SPFB.Si,1,20160309,203800,71232.0000000,71237.0000000,71210.0000000,71231.0000000,581
SPFB.Si,1,20160309,203900,71233.0000000,71241.0000000,71223.0000000,71233.0000000,1075
SPFB.Si,1,20160309,204000,71228.0000000,71238.0000000,71208.0000000,71214.0000000,1013
SPFB.Si,1,20160309,204100,71210.0000000,71226.0000000,71194.0000000,71200.0000000,1923
SPFB.Si,1,20160309,204200,71199.0000000,71232.0000000,71192.0000000,71219.0000000,2730
SPFB.Si,1,20160309,204300,71219.0000000,71238.0000000,71219.0000000,71230.0000000,1114
SPFB.Si,1,20160309,204400,71229.0000000,71232.0000000,71216.0000000,71229.0000000,399
SPFB.Si,1,20160309,204500,71229.0000000,71259.0000000,71226.0000000,71248.0000000,3564
SPFB.Si,1,20160309,204600,71246.0000000,71251.0000000,71221.0000000,71233.0000000,1503
SPFB.Si,1,20160309,204700,71228.0000000,71238.0000000,71219.0000000,71234.0000000,429
SPFB.Si,1,20160309,204800,71234.0000000,71272.0000000,71234.0000000,71267.0000000,1394
SPFB.Si,1,20160309,204900,71267.0000000,71276.0000000,71259.0000000,71264.0000000,729
SPFB.Si,1,20160309,205000,71260.0000000,71298.0000000,71259.0000000,71289.0000000,974
SPFB.Si,1,20160309,205100,71286.0000000,71294.0000000,71270.0000000,71270.0000000,601
SPFB.Si,1,20160309,205200,71270.0000000,71274.0000000,71245.0000000,71254.0000000,1780
SPFB.Si,1,20160309,205300,71254.0000000,71259.0000000,71235.0000000,71240.0000000,641
SPFB.Si,1,20160309,205400,71240.0000000,71250.0000000,71230.0000000,71247.0000000,469
SPFB.Si,1,20160309,205500,71248.0000000,71313.0000000,71243.0000000,71310.0000000,2001
SPFB.Si,1,20160309,205600,71309.0000000,71315.0000000,71299.0000000,71306.0000000,1140
SPFB.Si,1,20160309,205700,71304.0000000,71315.0000000,71298.0000000,71311.0000000,719
SPFB.Si,1,20160309,205800,71311.0000000,71315.0000000,71259.0000000,71276.0000000,1550
SPFB.Si,1,20160309,205900,71274.0000000,71301.0000000,71274.0000000,71286.0000000,487
SPFB.Si,1,20160309,210000,71287.0000000,71314.0000000,71263.0000000,71267.0000000,1697
SPFB.Si,1,20160309,210100,71269.0000000,71297.0000000,71249.0000000,71291.0000000,1147
SPFB.Si,1,20160309,210200,71289.0000000,71298.0000000,71280.0000000,71295.0000000,508
SPFB.Si,1,20160309,210300,71293.0000000,71312.0000000,71274.0000000,71290.0000000,2444
SPFB.Si,1,20160309,210400,71293.0000000,71312.0000000,71290.0000000,71299.0000000,2966
SPFB.Si,1,20160309,210500,71300.0000000,71308.0000000,71283.0000000,71303.0000000,1503
SPFB.Si,1,20160309,210600,71303.0000000,71329.0000000,71284.0000000,71289.0000000,2794
SPFB.Si,1,20160309,210700,71289.0000000,71306.0000000,71280.0000000,71298.0000000,1021
SPFB.Si,1,20160309,210800,71294.0000000,71340.0000000,71292.0000000,71309.0000000,3239
SPFB.Si,1,20160309,210900,71309.0000000,71342.0000000,71309.0000000,71335.0000000,1431
SPFB.Si,1,20160309,211000,71336.0000000,71338.0000000,71304.0000000,71307.0000000,1743
SPFB.Si,1,20160309,211100,71307.0000000,71320.0000000,71261.0000000,71272.0000000,3268
SPFB.Si,1,20160309,211200,71268.0000000,71277.0000000,71230.0000000,71245.0000000,1583
SPFB.Si,1,20160309,211300,71246.0000000,71277.0000000,71244.0000000,71260.0000000,1790
SPFB.Si,1,20160309,211400,71254.0000000,71258.0000000,71235.0000000,71246.0000000,2894
SPFB.Si,1,20160309,211500,71246.0000000,71283.0000000,71235.0000000,71261.0000000,718
SPFB.Si,1,20160309,211600,71259.0000000,71285.0000000,71250.0000000,71274.0000000,688
SPFB.Si,1,20160309,211700,71273.0000000,71282.0000000,71262.0000000,71282.0000000,460
SPFB.Si,1,20160309,211800,71276.0000000,71276.0000000,71256.0000000,71269.0000000,758
SPFB.Si,1,20160309,211900,71271.0000000,71312.0000000,71271.0000000,71298.0000000,1553
SPFB.Si,1,20160309,212000,71297.0000000,71310.0000000,71296.0000000,71306.0000000,619
SPFB.Si,1,20160309,212100,71303.0000000,71307.0000000,71294.0000000,71301.0000000,913
SPFB.Si,1,20160309,212200,71301.0000000,71321.0000000,71299.0000000,71310.0000000,1367
SPFB.Si,1,20160309,212300,71313.0000000,71329.0000000,71311.0000000,71328.0000000,933
SPFB.Si,1,20160309,212400,71327.0000000,71338.0000000,71323.0000000,71338.0000000,2258
SPFB.Si,1,20160309,212500,71338.0000000,71367.0000000,71330.0000000,71346.0000000,3144
SPFB.Si,1,20160309,212600,71346.0000000,71370.0000000,71337.0000000,71366.0000000,2058
SPFB.Si,1,20160309,212700,71368.0000000,71368.0000000,71325.0000000,71328.0000000,2086
SPFB.Si,1,20160309,212800,71331.0000000,71337.0000000,71316.0000000,71317.0000000,1872
SPFB.Si,1,20160309,212900,71320.0000000,71339.0000000,71315.0000000,71326.0000000,1561
SPFB.Si,1,20160309,213000,71327.0000000,71358.0000000,71327.0000000,71356.0000000,670
SPFB.Si,1,20160309,213100,71357.0000000,71360.0000000,71325.0000000,71325.0000000,1382
SPFB.Si,1,20160309,213200,71325.0000000,71339.0000000,71322.0000000,71336.0000000,523
SPFB.Si,1,20160309,213300,71336.0000000,71340.0000000,71305.0000000,71308.0000000,2400
SPFB.Si,1,20160309,213400,71307.0000000,71319.0000000,71305.0000000,71312.0000000,1206
SPFB.Si,1,20160309,213500,71312.0000000,71325.0000000,71310.0000000,71325.0000000,468
SPFB.Si,1,20160309,213600,71319.0000000,71324.0000000,71287.0000000,71307.0000000,1077
SPFB.Si,1,20160309,213700,71307.0000000,71317.0000000,71300.0000000,71314.0000000,411
SPFB.Si,1,20160309,213800,71311.0000000,71352.0000000,71311.0000000,71329.0000000,1272
SPFB.Si,1,20160309,213900,71330.0000000,71330.0000000,71285.0000000,71302.0000000,944
SPFB.Si,1,20160309,214000,71301.0000000,71314.0000000,71293.0000000,71306.0000000,783
SPFB.Si,1,20160309,214100,71303.0000000,71307.0000000,71284.0000000,71300.0000000,691
SPFB.Si,1,20160309,214200,71301.0000000,71309.0000000,71285.0000000,71290.0000000,846
SPFB.Si,1,20160309,214300,71287.0000000,71294.0000000,71281.0000000,71288.0000000,319
SPFB.Si,1,20160309,214400,71286.0000000,71300.0000000,71286.0000000,71292.0000000,530
SPFB.Si,1,20160309,214500,71290.0000000,71290.0000000,71271.0000000,71276.0000000,847
SPFB.Si,1,20160309,214600,71272.0000000,71279.0000000,71260.0000000,71272.0000000,992
SPFB.Si,1,20160309,214700,71272.0000000,71278.0000000,71263.0000000,71278.0000000,411
SPFB.Si,1,20160309,214800,71271.0000000,71274.0000000,71230.0000000,71231.0000000,1597
SPFB.Si,1,20160309,214900,71231.0000000,71249.0000000,71225.0000000,71242.0000000,1632
SPFB.Si,1,20160309,215000,71235.0000000,71240.0000000,71209.0000000,71213.0000000,2180
SPFB.Si,1,20160309,215100,71214.0000000,71232.0000000,71210.0000000,71223.0000000,1959
SPFB.Si,1,20160309,215200,71223.0000000,71234.0000000,71213.0000000,71216.0000000,702
SPFB.Si,1,20160309,215300,71215.0000000,71237.0000000,71210.0000000,71231.0000000,1262
SPFB.Si,1,20160309,215400,71228.0000000,71234.0000000,71213.0000000,71231.0000000,1100
SPFB.Si,1,20160309,215500,71228.0000000,71231.0000000,71192.0000000,71202.0000000,4979
SPFB.Si,1,20160309,215600,71206.0000000,71209.0000000,71196.0000000,71199.0000000,1880
SPFB.Si,1,20160309,215700,71196.0000000,71222.0000000,71194.0000000,71213.0000000,1010
SPFB.Si,1,20160309,215800,71211.0000000,71217.0000000,71196.0000000,71196.0000000,751
SPFB.Si,1,20160309,215900,71196.0000000,71216.0000000,71193.0000000,71209.0000000,1126
SPFB.Si,1,20160309,220000,71210.0000000,71237.0000000,71205.0000000,71221.0000000,1232
SPFB.Si,1,20160309,220100,71221.0000000,71248.0000000,71218.0000000,71236.0000000,857
SPFB.Si,1,20160309,220200,71236.0000000,71238.0000000,71214.0000000,71215.0000000,1026
SPFB.Si,1,20160309,220300,71212.0000000,71241.0000000,71203.0000000,71230.0000000,974
SPFB.Si,1,20160309,220400,71230.0000000,71250.0000000,71210.0000000,71218.0000000,589
SPFB.Si,1,20160309,220500,71214.0000000,71218.0000000,71206.0000000,71213.0000000,1099
SPFB.Si,1,20160309,220600,71212.0000000,71230.0000000,71210.0000000,71214.0000000,1139
SPFB.Si,1,20160309,220700,71214.0000000,71221.0000000,71197.0000000,71198.0000000,960
SPFB.Si,1,20160309,220800,71199.0000000,71234.0000000,71196.0000000,71234.0000000,1053
SPFB.Si,1,20160309,220900,71229.0000000,71251.0000000,71225.0000000,71231.0000000,1630
SPFB.Si,1,20160309,221000,71231.0000000,71234.0000000,71226.0000000,71230.0000000,221
SPFB.Si,1,20160309,221100,71228.0000000,71238.0000000,71223.0000000,71227.0000000,280
SPFB.Si,1,20160309,221200,71231.0000000,71244.0000000,71229.0000000,71233.0000000,283
SPFB.Si,1,20160309,221300,71232.0000000,71246.0000000,71203.0000000,71207.0000000,1263
SPFB.Si,1,20160309,221400,71208.0000000,71246.0000000,71203.0000000,71246.0000000,1395
SPFB.Si,1,20160309,221500,71245.0000000,71245.0000000,71224.0000000,71232.0000000,408
SPFB.Si,1,20160309,221600,71230.0000000,71234.0000000,71212.0000000,71214.0000000,714
SPFB.Si,1,20160309,221700,71211.0000000,71217.0000000,71190.0000000,71210.0000000,3080
SPFB.Si,1,20160309,221800,71206.0000000,71224.0000000,71200.0000000,71209.0000000,1582
SPFB.Si,1,20160309,221900,71205.0000000,71214.0000000,71201.0000000,71205.0000000,803
SPFB.Si,1,20160309,222000,71202.0000000,71206.0000000,71194.0000000,71198.0000000,2832
SPFB.Si,1,20160309,222100,71202.0000000,71215.0000000,71195.0000000,71207.0000000,677
SPFB.Si,1,20160309,222200,71207.0000000,71217.0000000,71190.0000000,71198.0000000,1240
SPFB.Si,1,20160309,222300,71196.0000000,71221.0000000,71191.0000000,71215.0000000,2091
SPFB.Si,1,20160309,222400,71211.0000000,71214.0000000,71196.0000000,71210.0000000,2101
SPFB.Si,1,20160309,222500,71210.0000000,71225.0000000,71200.0000000,71201.0000000,1104
SPFB.Si,1,20160309,222600,71204.0000000,71212.0000000,71195.0000000,71209.0000000,1251
SPFB.Si,1,20160309,222700,71204.0000000,71212.0000000,71189.0000000,71195.0000000,641
SPFB.Si,1,20160309,222800,71196.0000000,71200.0000000,71182.0000000,71189.0000000,3112
SPFB.Si,1,20160309,222900,71188.0000000,71188.0000000,71088.0000000,71100.0000000,12677
SPFB.Si,1,20160309,223000,71104.0000000,71123.0000000,71058.0000000,71071.0000000,10046
SPFB.Si,1,20160309,223100,71074.0000000,71114.0000000,71050.0000000,71108.0000000,5850
SPFB.Si,1,20160309,223200,71108.0000000,71141.0000000,71102.0000000,71140.0000000,4241
SPFB.Si,1,20160309,223300,71140.0000000,71146.0000000,71124.0000000,71145.0000000,1562
SPFB.Si,1,20160309,223400,71141.0000000,71173.0000000,71135.0000000,71162.0000000,2816
SPFB.Si,1,20160309,223500,71162.0000000,71180.0000000,71145.0000000,71158.0000000,1061
SPFB.Si,1,20160309,223600,71151.0000000,71188.0000000,71147.0000000,71178.0000000,1960
SPFB.Si,1,20160309,223700,71180.0000000,71181.0000000,71139.0000000,71142.0000000,1518
SPFB.Si,1,20160309,223800,71143.0000000,71148.0000000,71128.0000000,71132.0000000,2440
SPFB.Si,1,20160309,223900,71137.0000000,71162.0000000,71134.0000000,71160.0000000,651
SPFB.Si,1,20160309,224000,71160.0000000,71176.0000000,71157.0000000,71168.0000000,891
SPFB.Si,1,20160309,224100,71168.0000000,71186.0000000,71160.0000000,71162.0000000,976
SPFB.Si,1,20160309,224200,71163.0000000,71175.0000000,71159.0000000,71159.0000000,385
SPFB.Si,1,20160309,224300,71160.0000000,71168.0000000,71145.0000000,71150.0000000,663
SPFB.Si,1,20160309,224400,71149.0000000,71170.0000000,71149.0000000,71166.0000000,853
SPFB.Si,1,20160309,224500,71166.0000000,71175.0000000,71159.0000000,71159.0000000,566
SPFB.Si,1,20160309,224600,71157.0000000,71164.0000000,71141.0000000,71149.0000000,1125
SPFB.Si,1,20160309,224700,71149.0000000,71162.0000000,71141.0000000,71157.0000000,644
SPFB.Si,1,20160309,224800,71157.0000000,71174.0000000,71157.0000000,71166.0000000,1830
SPFB.Si,1,20160309,224900,71166.0000000,71174.0000000,71155.0000000,71155.0000000,231
SPFB.Si,1,20160309,225000,71156.0000000,71197.0000000,71156.0000000,71188.0000000,2422
SPFB.Si,1,20160309,225100,71184.0000000,71193.0000000,71175.0000000,71176.0000000,799
SPFB.Si,1,20160309,225200,71176.0000000,71193.0000000,71173.0000000,71183.0000000,284
SPFB.Si,1,20160309,225300,71182.0000000,71197.0000000,71179.0000000,71194.0000000,882
SPFB.Si,1,20160309,225400,71193.0000000,71202.0000000,71190.0000000,71196.0000000,1642
SPFB.Si,1,20160309,225500,71196.0000000,71197.0000000,71187.0000000,71189.0000000,108
SPFB.Si,1,20160309,225600,71190.0000000,71197.0000000,71182.0000000,71192.0000000,443
SPFB.Si,1,20160309,225700,71192.0000000,71200.0000000,71178.0000000,71178.0000000,1127
SPFB.Si,1,20160309,225800,71182.0000000,71182.0000000,71168.0000000,71172.0000000,450
SPFB.Si,1,20160309,225900,71171.0000000,71175.0000000,71162.0000000,71164.0000000,162
SPFB.Si,1,20160309,230000,71163.0000000,71163.0000000,71146.0000000,71152.0000000,634
SPFB.Si,1,20160309,230100,71154.0000000,71180.0000000,71141.0000000,71167.0000000,1375
SPFB.Si,1,20160309,230200,71169.0000000,71186.0000000,71166.0000000,71185.0000000,349
SPFB.Si,1,20160309,230300,71184.0000000,71199.0000000,71183.0000000,71190.0000000,697
SPFB.Si,1,20160309,230400,71187.0000000,71193.0000000,71178.0000000,71181.0000000,369
SPFB.Si,1,20160309,230500,71181.0000000,71196.0000000,71180.0000000,71190.0000000,396
SPFB.Si,1,20160309,230600,71192.0000000,71198.0000000,71187.0000000,71195.0000000,563
SPFB.Si,1,20160309,230700,71196.0000000,71196.0000000,71165.0000000,71183.0000000,1613
SPFB.Si,1,20160309,230800,71183.0000000,71188.0000000,71171.0000000,71175.0000000,470
SPFB.Si,1,20160309,230900,71171.0000000,71191.0000000,71169.0000000,71190.0000000,346
SPFB.Si,1,20160309,231000,71187.0000000,71196.0000000,71182.0000000,71190.0000000,253
SPFB.Si,1,20160309,231100,71188.0000000,71197.0000000,71184.0000000,71197.0000000,774
SPFB.Si,1,20160309,231200,71194.0000000,71210.0000000,71185.0000000,71193.0000000,1041
SPFB.Si,1,20160309,231300,71191.0000000,71200.0000000,71178.0000000,71193.0000000,859
SPFB.Si,1,20160309,231400,71192.0000000,71196.0000000,71182.0000000,71194.0000000,93
SPFB.Si,1,20160309,231500,71196.0000000,71208.0000000,71189.0000000,71189.0000000,834
SPFB.Si,1,20160309,231600,71186.0000000,71202.0000000,71147.0000000,71151.0000000,3070
SPFB.Si,1,20160309,231700,71150.0000000,71164.0000000,71146.0000000,71164.0000000,603
SPFB.Si,1,20160309,231800,71163.0000000,71165.0000000,71149.0000000,71158.0000000,632
SPFB.Si,1,20160309,231900,71154.0000000,71165.0000000,71150.0000000,71158.0000000,450
SPFB.Si,1,20160309,232000,71155.0000000,71162.0000000,71150.0000000,71154.0000000,189
SPFB.Si,1,20160309,232100,71157.0000000,71165.0000000,71149.0000000,71149.0000000,521
SPFB.Si,1,20160309,232200,71155.0000000,71161.0000000,71145.0000000,71155.0000000,422
SPFB.Si,1,20160309,232300,71153.0000000,71167.0000000,71138.0000000,71167.0000000,1090
SPFB.Si,1,20160309,232400,71167.0000000,71185.0000000,71158.0000000,71183.0000000,1154
SPFB.Si,1,20160309,232500,71181.0000000,71189.0000000,71173.0000000,71188.0000000,796
SPFB.Si,1,20160309,232600,71188.0000000,71190.0000000,71179.0000000,71182.0000000,552
SPFB.Si,1,20160309,232700,71182.0000000,71188.0000000,71166.0000000,71177.0000000,312
SPFB.Si,1,20160309,232800,71172.0000000,71191.0000000,71163.0000000,71188.0000000,741
SPFB.Si,1,20160309,232900,71187.0000000,71198.0000000,71182.0000000,71183.0000000,568
SPFB.Si,1,20160309,233000,71183.0000000,71206.0000000,71183.0000000,71199.0000000,1117
SPFB.Si,1,20160309,233100,71199.0000000,71209.0000000,71196.0000000,71206.0000000,894
SPFB.Si,1,20160309,233200,71204.0000000,71225.0000000,71204.0000000,71225.0000000,2470
SPFB.Si,1,20160309,233300,71222.0000000,71247.0000000,71222.0000000,71228.0000000,887
SPFB.Si,1,20160309,233400,71227.0000000,71233.0000000,71198.0000000,71222.0000000,757
SPFB.Si,1,20160309,233500,71220.0000000,71234.0000000,71206.0000000,71216.0000000,1156
SPFB.Si,1,20160309,233600,71213.0000000,71224.0000000,71210.0000000,71215.0000000,502
SPFB.Si,1,20160309,233700,71211.0000000,71221.0000000,71209.0000000,71216.0000000,796
SPFB.Si,1,20160309,233800,71216.0000000,71221.0000000,71199.0000000,71206.0000000,567
SPFB.Si,1,20160309,233900,71206.0000000,71216.0000000,71191.0000000,71213.0000000,496
SPFB.Si,1,20160309,234000,71210.0000000,71218.0000000,71207.0000000,71215.0000000,394
SPFB.Si,1,20160309,234100,71214.0000000,71218.0000000,71201.0000000,71210.0000000,1177
SPFB.Si,1,20160309,234200,71209.0000000,71216.0000000,71182.0000000,71185.0000000,1102
SPFB.Si,1,20160309,234300,71182.0000000,71195.0000000,71180.0000000,71190.0000000,504
SPFB.Si,1,20160309,234400,71187.0000000,71193.0000000,71172.0000000,71172.0000000,1154
SPFB.Si,1,20160309,234500,71172.0000000,71182.0000000,71167.0000000,71172.0000000,815
SPFB.Si,1,20160309,234600,71170.0000000,71191.0000000,71153.0000000,71182.0000000,1718
SPFB.Si,1,20160309,234700,71180.0000000,71188.0000000,71170.0000000,71184.0000000,887
SPFB.Si,1,20160309,234800,71184.0000000,71196.0000000,71184.0000000,71190.0000000,815
SPFB.Si,1,20160309,234900,71190.0000000,71200.0000000,71190.0000000,71199.0000000,860
SPFB.Si,1,20160309,235000,71200.0000000,71238.0000000,71184.0000000,71222.0000000,2131
